Saison;Spiel;Nachname;Vorname;Einsatz;Gruppe
2023/24;7;Kötter;Marco;Voll;01_Startelf
2023/24;8;Kötter;Marco;Voll;01_Startelf
2023/24;9;Kötter;Marco;1-73;01_Startelf
2023/24;10;Kötter;Marco;1-40;01_Startelf
2023/24;11;Kötter;Marco;1-90;01_Startelf
2023/24;12;Kötter;Marco;1-16;01_Startelf
2023/24;14;Kötter;Marco;66-90;02_Bank
2023/24;15;Kötter;Marco;56-90;02_Bank
2023/24;16;Kötter;Marco;Voll;01_Startelf
2023/24;1;Merker;Tim;Voll;01_Startelf
2023/24;2;Merker;Tim;Voll;01_Startelf
2023/24;3;Merker;Tim;Voll;01_Startelf
2023/24;5;Merker;Tim;Voll;01_Startelf
2023/24;6;Merker;Tim;Voll;01_Startelf
2023/24;7;Merker;Tim;Voll;01_Startelf
2023/24;8;Merker;Tim;Voll;01_Startelf
2023/24;9;Merker;Tim;Voll;01_Startelf
2023/24;10;Merker;Tim;Voll;01_Startelf
2023/24;11;Merker;Tim;Voll;01_Startelf
2023/24;12;Merker;Tim;Voll;01_Startelf
2023/24;13;Merker;Tim;Voll;01_Startelf
2023/24;14;Merker;Tim;Voll;01_Startelf
2023/24;15;Merker;Tim;Voll;01_Startelf
2023/24;17;Merker;Tim;Voll;01_Startelf
2023/24;18;Merker;Tim;Voll;01_Startelf
2023/24;20;Merker;Tim;Voll;01_Startelf
2023/24;21;Merker;Tim;Voll;01_Startelf
2023/24;22;Merker;Tim;Voll;01_Startelf
2023/24;23;Merker;Tim;Voll;01_Startelf
2023/24;24;Merker;Tim;Voll;01_Startelf
2023/24;25;Merker;Tim;49-90;02_Bank
2023/24;26;Merker;Tim;Voll;01_Startelf
2023/24;27;Merker;Tim;Voll;01_Startelf
2023/24;28;Merker;Tim;Voll;01_Startelf
2023/24;29;Merker;Tim;Voll;01_Startelf
2023/24;30;Merker;Tim;Voll;01_Startelf
2023/24;1;Mustafaj;Erduan;1-45;01_Startelf
2023/24;2;Mustafaj;Erduan;57-90;02_Bank
2023/24;3;Mustafaj;Erduan;Kader;03_Kader
2023/24;5;Mustafaj;Erduan;69-90;02_Bank
2023/24;6;Mustafaj;Erduan;Kader;03_Kader
2023/24;8;Mustafaj;Erduan;70-90;02_Bank
2023/24;9;Mustafaj;Erduan;85-90;02_Bank
2023/24;10;Mustafaj;Erduan;Kader;03_Kader
2023/24;11;Mustafaj;Erduan;82-90;02_Bank
2023/24;12;Mustafaj;Erduan;64-90;02_Bank
2023/24;13;Mustafaj;Erduan;Voll;01_Startelf
2023/24;14;Mustafaj;Erduan;75-90;02_Bank
2023/24;15;Mustafaj;Erduan;80-90;02_Bank
2023/24;16;Mustafaj;Erduan;54-90;02_Bank
2023/24;1;Over;Janis;Voll;01_Startelf
2023/24;2;Over;Janis;Voll;01_Startelf
2023/24;5;Over;Janis;Voll;01_Startelf
2023/24;6;Over;Janis;Voll;01_Startelf
2023/24;7;Over;Janis;Voll;01_Startelf
2023/24;8;Over;Janis;Voll;01_Startelf
2023/24;9;Over;Janis;Voll;01_Startelf
2023/24;11;Over;Janis;Kader;03_Kader
2023/24;12;Over;Janis;Voll;01_Startelf
2023/24;13;Over;Janis;Voll;01_Startelf
2023/24;14;Over;Janis;Voll;01_Startelf
2023/24;15;Over;Janis;Voll;01_Startelf
2023/24;16;Over;Janis;Voll;01_Startelf
2023/24;17;Over;Janis;Voll;01_Startelf
2023/24;18;Over;Janis;Voll;01_Startelf
2023/24;20;Over;Janis;Voll;01_Startelf
2023/24;21;Over;Janis;Voll;01_Startelf
2023/24;22;Over;Janis;Voll;01_Startelf
2023/24;23;Over;Janis;Voll;01_Startelf
2023/24;24;Over;Janis;Voll;01_Startelf
2023/24;25;Over;Janis;Voll;01_Startelf
2023/24;26;Over;Janis;Voll;01_Startelf
2023/24;27;Over;Janis;Kader;03_Kader
2023/24;28;Over;Janis;Kader;03_Kader
2023/24;29;Over;Janis;1-90;01_Startelf
2023/24;30;Over;Janis;77-90;02_Bank
2023/24;1;Peppenhorst;Luca;Kader;03_Kader
2023/24;2;Peppenhorst;Luca;Kader;03_Kader
2023/24;3;Peppenhorst;Luca;Voll;01_Startelf
2023/24;5;Peppenhorst;Luca;Kader;03_Kader
2023/24;6;Peppenhorst;Luca;Kader;03_Kader
2023/24;7;Peppenhorst;Luca;Kader;03_Kader
2023/24;8;Peppenhorst;Luca;Kader;03_Kader
2023/24;9;Peppenhorst;Luca;Kader;03_Kader
2023/24;10;Peppenhorst;Luca;Voll;01_Startelf
2023/24;11;Peppenhorst;Luca;Voll;01_Startelf
2023/24;12;Peppenhorst;Luca;Kader;03_Kader
2023/24;13;Peppenhorst;Luca;Kader;03_Kader
2023/24;14;Peppenhorst;Luca;Kader;03_Kader
2023/24;24;Peppenhorst;Luca;Kader;03_Kader
2023/24;25;Peppenhorst;Luca;Kader;03_Kader
2023/24;26;Peppenhorst;Luca;Kader;03_Kader
2023/24;27;Peppenhorst;Luca;Voll;01_Startelf
2023/24;28;Peppenhorst;Luca;Voll;01_Startelf
2023/24;29;Peppenhorst;Luca;90-90;02_Bank
2023/24;30;Peppenhorst;Luca;57-90;02_Bank
2023/24;10;Pinto;Fabio;Kader;03_Kader
2023/24;14;Pinto;Fabio;Kader;03_Kader
2023/24;16;Pinto;Fabio;90-90;02_Bank
2023/24;20;Pinto;Fabio;Kader;03_Kader
2023/24;1;Plagemann;Kester;Voll;01_Startelf
2023/24;2;Plagemann;Kester;Voll;01_Startelf
2023/24;3;Plagemann;Kester;1-73;01_Startelf
2023/24;5;Plagemann;Kester;Voll;01_Startelf
2023/24;6;Plagemann;Kester;Voll;01_Startelf
2023/24;7;Plagemann;Kester;1-23;01_Startelf
2023/24;8;Plagemann;Kester;16-90;02_Bank
2023/24;9;Plagemann;Kester;Voll;01_Startelf
2023/24;10;Plagemann;Kester;Voll;01_Startelf
2023/24;11;Plagemann;Kester;Voll;01_Startelf
2023/24;12;Plagemann;Kester;Voll;01_Startelf
2023/24;13;Plagemann;Kester;1-75;01_Startelf
2023/24;14;Plagemann;Kester;Voll;01_Startelf
2023/24;15;Plagemann;Kester;1-53;01_Startelf
2023/24;16;Plagemann;Kester;54-90;02_Bank
2023/24;17;Plagemann;Kester;1-71;01_Startelf
2023/24;18;Plagemann;Kester;Voll;01_Startelf
2023/24;20;Plagemann;Kester;Voll;01_Startelf
2023/24;21;Plagemann;Kester;Voll;01_Startelf
2023/24;22;Plagemann;Kester;Voll;01_Startelf
2023/24;23;Plagemann;Kester;1-45;01_Startelf
2023/24;24;Plagemann;Kester;1-75;01_Startelf
2023/24;25;Plagemann;Kester;70-90;02_Bank
2023/24;26;Plagemann;Kester;46-90;02_Bank
2023/24;27;Plagemann;Kester;75-90;02_Bank
2023/24;28;Plagemann;Kester;Voll;01_Startelf
2023/24;1;Rehr;Hannes;Voll;01_Startelf
2023/24;2;Rehr;Hannes;46-90;02_Bank
2023/24;3;Rehr;Hannes;Voll;01_Startelf
2023/24;5;Rehr;Hannes;Voll;01_Startelf
2023/24;6;Rehr;Hannes;1-83;01_Startelf
2023/24;7;Rehr;Hannes;Voll;01_Startelf
2023/24;8;Rehr;Hannes;61-90;02_Bank
2023/24;9;Rehr;Hannes;73-90;02_Bank
2023/24;10;Rehr;Hannes;83-90;02_Bank
2023/24;11;Rehr;Hannes;90-90;02_Bank
2023/24;12;Rehr;Hannes;1-68;01_Startelf
2023/24;13;Rehr;Hannes;1-90;01_Startelf
2023/24;14;Rehr;Hannes;1-80;01_Startelf
2023/24;15;Rehr;Hannes;90-90;02_Bank
2023/24;16;Rehr;Hannes;Voll;01_Startelf
2023/24;17;Rehr;Hannes;1-76;01_Startelf
2023/24;20;Rehr;Hannes;90-90;02_Bank
2023/24;22;Rehr;Hannes;46-90;02_Bank
2023/24;23;Rehr;Hannes;Voll;01_Startelf
2023/24;24;Rehr;Hannes;1-81;01_Startelf
2023/24;25;Rehr;Hannes;1-49;01_Startelf
2023/24;28;Rehr;Hannes;Kader;03_Kader
2023/24;29;Rehr;Hannes;1-90;01_Startelf
2023/24;30;Rehr;Hannes;Voll;01_Startelf
2023/24;1;Schomaker;Jonas;1-75;01_Startelf
2023/24;2;Schomaker;Jonas;82-90;02_Bank
2023/24;3;Schomaker;Jonas;55-90;02_Bank
2023/24;6;Schomaker;Jonas;80-90;02_Bank
2023/24;7;Schomaker;Jonas;46-90;02_Bank
2023/24;8;Schomaker;Jonas;1-16;01_Startelf
2023/24;9;Schomaker;Jonas;61-90;02_Bank
2023/24;10;Schomaker;Jonas;41-90;02_Bank
2023/24;11;Schomaker;Jonas;77-90;02_Bank
2023/24;12;Schomaker;Jonas;1-45;01_Startelf
2023/24;13;Schomaker;Jonas;1-64;01_Startelf
2023/24;14;Schomaker;Jonas;75-90;02_Bank
2023/24;16;Schomaker;Jonas;66-90;02_Bank
2023/24;17;Schomaker;Jonas;70-90;02_Bank
2023/24;18;Schomaker;Jonas;1-61;01_Startelf
2023/24;20;Schomaker;Jonas;78-90;02_Bank
2023/24;21;Schomaker;Jonas;57-90;02_Bank
2023/24;22;Schomaker;Jonas;71-90;02_Bank
2023/24;23;Schomaker;Jonas;70-90;02_Bank
2023/24;24;Schomaker;Jonas;1-70;01_Startelf
2023/24;25;Schomaker;Jonas;67-70;02_Bank
2023/24;26;Schomaker;Jonas;Kader;03_Kader
2023/24;27;Schomaker;Jonas;84-90;02_Bank
2023/24;28;Schomaker;Jonas;81-90;02_Bank
2023/24;29;Schomaker;Jonas;1-86;01_Startelf
2023/24;30;Schomaker;Jonas;1-77;01_Startelf
2023/24;1;Schomaker;Marius;Voll;01_Startelf
2023/24;2;Schomaker;Marius;Voll;01_Startelf
2023/24;3;Schomaker;Marius;Voll;01_Startelf
2023/24;5;Schomaker;Marius;1-63;01_Startelf
2023/24;6;Schomaker;Marius;Voll;01_Startelf
2023/24;7;Schomaker;Marius;Voll;01_Startelf
2023/24;8;Schomaker;Marius;1-70;01_Startelf
2023/24;9;Schomaker;Marius;1-71;01_Startelf
2023/24;10;Schomaker;Marius;1-41;01_Startelf
2023/24;11;Schomaker;Marius;1-82;01_Startelf
2023/24;12;Schomaker;Marius;Voll;01_Startelf
2023/24;14;Schomaker;Marius;1-75;01_Startelf
2023/24;15;Schomaker;Marius;1-80;01_Startelf
2023/24;16;Schomaker;Marius;1-54;01_Startelf
2023/24;17;Schomaker;Marius;Voll;01_Startelf
2023/24;18;Schomaker;Marius;1-61;01_Startelf
2023/24;20;Schomaker;Marius;Voll;01_Startelf
2023/24;21;Schomaker;Marius;1-76;01_Startelf
2023/24;22;Schomaker;Marius;1-71;01_Startelf
2023/24;23;Schomaker;Marius;1-60;01_Startelf
2023/24;24;Schomaker;Marius;1-58;01_Startelf
2023/24;25;Schomaker;Marius;64-90;02_Bank
2023/24;26;Schomaker;Marius;Voll;01_Startelf
2023/24;27;Schomaker;Marius;63-90;02_Bank
2023/24;28;Schomaker;Marius;Voll;01_Startelf
2023/24;29;Schomaker;Marius;26-90;02_Bank
2023/24;30;Schomaker;Marius;Voll;01_Startelf
2023/24;1;Seker;Fernando;Kader;03_Kader
2023/24;2;Seker;Fernando;Kader;03_Kader
2023/24;3;Seker;Fernando;73-90;02_Bank
2023/24;6;Seker;Fernando;90-90;02_Bank
2023/24;9;Seker;Fernando;Kader;03_Kader
2023/24;13;Seker;Fernando;90-90;02_Bank
2023/24;16;Seker;Fernando;Kader;03_Kader
2023/24;1;Tillmann;Luca;1-45;01_Startelf
2023/24;2;Tillmann;Luca;Voll;01_Startelf
2023/24;3;Tillmann;Luca;Voll;01_Startelf
2023/24;5;Tillmann;Luca;Voll;01_Startelf
2023/24;6;Tillmann;Luca;Voll;01_Startelf
2023/24;7;Tillmann;Luca;Voll;01_Startelf
2023/24;8;Tillmann;Luca;64-90;02_Bank
2023/24;9;Tillmann;Luca;1-76;01_Startelf
2023/24;10;Tillmann;Luca;1-83;01_Startelf
2023/24;11;Tillmann;Luca;1-77;01_Startelf
2023/24;14;Tillmann;Luca;1-80;01_Startelf
2023/24;15;Tillmann;Luca;Voll;01_Startelf
2023/24;16;Tillmann;Luca;1-75;01_Startelf
2023/24;17;Tillmann;Luca;Voll;01_Startelf
2023/24;18;Tillmann;Luca;1-83;01_Startelf
2023/24;22;Tillmann;Luca;70-90;02_Bank
2023/24;23;Tillmann;Luca;23-90;02_Bank
2023/24;24;Tillmann;Luca;Voll;01_Startelf
2023/24;25;Tillmann;Luca;Voll;01_Startelf
2023/24;26;Tillmann;Luca;Voll;01_Startelf
2023/24;27;Tillmann;Luca;1-35;01_Startelf
2023/24;1;Uzun;Emrullah;46-90;02_Bank
2023/24;2;Uzun;Emrullah;1-57;01_Startelf
2023/24;3;Uzun;Emrullah;1-55;01_Startelf
2023/24;5;Uzun;Emrullah;1-45;01_Startelf
2023/24;6;Uzun;Emrullah;86-90;02_Bank
2023/24;7;Uzun;Emrullah;76-90;02_Bank
2023/24;8;Uzun;Emrullah;Kader;03_Kader
2023/24;9;Uzun;Emrullah;76-90;02_Bank
2023/24;10;Uzun;Emrullah;88-90;02_Bank
2023/24;11;Uzun;Emrullah;Kader;03_Kader
2023/24;13;Uzun;Emrullah;64-90;02_Bank
2023/24;14;Uzun;Emrullah;Kader;03_Kader
2023/24;1;Walbaum;Jan;Voll;01_Startelf
2023/24;2;Walbaum;Jan;1-82;01_Startelf
2023/24;3;Walbaum;Jan;1-65;01_Startelf
2023/24;5;Walbaum;Jan;Voll;01_Startelf
2023/24;6;Walbaum;Jan;1-80;01_Startelf
2023/24;7;Walbaum;Jan;1-76;01_Startelf
2023/24;8;Walbaum;Jan;1-61;01_Startelf
2023/24;9;Walbaum;Jan;Voll;01_Startelf
2023/24;10;Walbaum;Jan;1-88;01_Startelf
2023/24;11;Walbaum;Jan;Voll;01_Startelf
2023/24;12;Walbaum;Jan;Voll;01_Startelf
2023/24;13;Walbaum;Jan;Voll;01_Startelf
2023/24;14;Walbaum;Jan;Voll;01_Startelf
2023/24;15;Walbaum;Jan;1-63;01_Startelf
2023/24;16;Walbaum;Jan;Voll;01_Startelf
2023/24;17;Walbaum;Jan;76-90;02_Bank
2023/24;18;Walbaum;Jan;Voll;01_Startelf
2023/24;20;Walbaum;Jan;1-81;01_Startelf
2023/24;21;Walbaum;Jan;1-78;01_Startelf
2023/24;22;Walbaum;Jan;1-74;01_Startelf
2023/24;23;Walbaum;Jan;1-24;01_Startelf
2023/24;24;Walbaum;Jan;Voll;01_Startelf
2023/24;25;Walbaum;Jan;1-64;01_Startelf
2023/24;26;Walbaum;Jan;Voll;01_Startelf
2023/24;27;Walbaum;Jan;Voll;01_Startelf
2023/24;28;Walbaum;Jan;70-90;02_Bank
2023/24;29;Walbaum;Jan;Voll;01_Startelf
2023/24;1;Wenkers;Dominik;1-83;01_Startelf
2023/24;2;Wenkers;Dominik;1-75;01_Startelf
2023/24;3;Wenkers;Dominik;Voll;01_Startelf
2023/24;5;Wenkers;Dominik;1-69;01_Startelf
2023/24;6;Wenkers;Dominik;83-90;02_Bank
2023/24;7;Wenkers;Dominik;1-73;01_Startelf
2023/24;8;Wenkers;Dominik;Kader;03_Kader
2023/24;9;Wenkers;Dominik;71-90;02_Bank
2023/24;10;Wenkers;Dominik;40-90;02_Bank
2023/24;11;Wenkers;Dominik;90-90;02_Bank
2023/24;12;Wenkers;Dominik;16-64;02_Bank
2023/24;13;Wenkers;Dominik;Kader;03_Kader
2023/24;14;Wenkers;Dominik;80-90;02_Bank
2023/24;15;Wenkers;Dominik;1-90;01_Startelf
2023/24;17;Wenkers;Dominik;Kader;03_Kader
2023/24;18;Wenkers;Dominik;1-61;01_Startelf
2023/24;20;Wenkers;Dominik;1-36;01_Startelf
2023/24;21;Wenkers;Dominik;76-90;02_Bank
2023/24;22;Wenkers;Dominik;1-45;01_Startelf
2023/24;24;Wenkers;Dominik;70-90;02_Bank
2023/24;25;Wenkers;Dominik;Voll;01_Startelf
2023/24;26;Wenkers;Dominik;1-45;01_Startelf
2023/24;27;Wenkers;Dominik;Voll;01_Startelf
2023/24;28;Wenkers;Dominik;1-70;01_Startelf
2023/24;29;Wenkers;Dominik;55-90;02_Bank
2023/24;30;Wenkers;Dominik;1-57;01_Startelf
2023/24;3;Wenning;Tom;Kader;03_Kader
2023/24;10;Wenning;Tom;Kader;03_Kader
2023/24;15;Wenning;Tom;Kader;03_Kader
2023/24;16;Wenning;Tom;Kader;03_Kader
2023/24;17;Wenning;Tom;Kader;03_Kader
2023/24;20;Wenning;Tom;Kader;03_Kader
2023/24;21;Wenning;Tom;Kader;03_Kader
2023/24;22;Wenning;Tom;Kader;03_Kader
2023/24;23;Wenning;Tom;Kader;03_Kader
2023/24;29;Wenning;Tom;Kader;03_Kader
2023/24;30;Wenning;Tom;1-57;01_Startelf
2022/23;4;Berentzen;Henrik;66-90;02_Bank
2022/23;5;Berentzen;Henrik;59-90;02_Bank
2022/23;6;Berentzen;Henrik;75-90;02_Bank
2022/23;7;Berentzen;Henrik;Voll;01_Startelf
2022/23;8;Berentzen;Henrik;1-45;01_Startelf
2022/23;9;Berentzen;Henrik;1-61;01_Startelf
2022/23;10;Berentzen;Henrik;46-90;02_Bank
2022/23;11;Berentzen;Henrik;1-90;01_Startelf
2022/23;12;Berentzen;Henrik;46-90;02_Bank
2022/23;13;Berentzen;Henrik;Kader;03_Kader
2022/23;16;Berentzen;Henrik;Kader;03_Kader
2022/23;1;Böggemann;Janes;Voll;01_Startelf
2022/23;2;Böggemann;Janes;1-60;01_Startelf
2022/23;3;Böggemann;Janes;1-90;01_Startelf
2022/23;4;Böggemann;Janes;1-66;01_Startelf
2022/23;5;Böggemann;Janes;1-59;01_Startelf
2022/23;6;Böggemann;Janes;1-75;01_Startelf
2022/23;7;Böggemann;Janes;Voll;01_Startelf
2022/23;8;Böggemann;Janes;Voll;01_Startelf
2022/23;9;Böggemann;Janes;1-83;01_Startelf
2022/23;10;Böggemann;Janes;Voll;01_Startelf
2022/23;11;Böggemann;Janes;46-66;02_Bank
2022/23;14;Böggemann;Janes;Voll;01_Startelf
2022/23;15;Böggemann;Janes;Voll;01_Startelf
2022/23;16;Böggemann;Janes;Kader;03_Kader
2022/23;17;Böggemann;Janes;1-90;01_Startelf
2022/23;19;Böggemann;Janes;1-62;01_Startelf
2022/23;20;Böggemann;Janes;Voll;01_Startelf
2022/23;21;Böggemann;Janes;Voll;01_Startelf
2022/23;23;Böggemann;Janes;1-90;01_Startelf
2022/23;24;Böggemann;Janes;Voll;01_Startelf
2022/23;25;Böggemann;Janes;1-85;01_Startelf
2022/23;26;Böggemann;Janes;Voll;01_Startelf
2022/23;27;Böggemann;Janes;1-88;01_Startelf
2022/23;29;Böggemann;Janes;Voll;01_Startelf
2022/23;30;Böggemann;Janes;Voll;01_Startelf
2022/23;31;Böggemann;Janes;Voll;01_Startelf
2022/23;32;Böggemann;Janes;Voll;01_Startelf
2022/23;1;Böhmer;Frederic;1-56;01_Startelf
2022/23;2;Böhmer;Frederic;Voll;01_Startelf
2022/23;3;Böhmer;Frederic;Voll;01_Startelf
2022/23;4;Böhmer;Frederic;1-55;01_Startelf
2022/23;5;Böhmer;Frederic;Voll;01_Startelf
2022/23;7;Böhmer;Frederic;Voll;01_Startelf
2022/23;8;Böhmer;Frederic;Voll;01_Startelf
2022/23;9;Böhmer;Frederic;Voll;01_Startelf
2022/23;10;Böhmer;Frederic;Voll;01_Startelf
2022/23;11;Böhmer;Frederic;Kader;03_Kader
2022/23;12;Böhmer;Frederic;1-78;01_Startelf
2022/23;13;Böhmer;Frederic;Voll;01_Startelf
2022/23;14;Böhmer;Frederic;Voll;01_Startelf
2022/23;16;Böhmer;Frederic;Voll;01_Startelf
2022/23;17;Böhmer;Frederic;Voll;01_Startelf
2022/23;18;Böhmer;Frederic;1-62;01_Startelf
2022/23;19;Böhmer;Frederic;Voll;01_Startelf
2022/23;20;Böhmer;Frederic;1-71;01_Startelf
2022/23;22;Böhmer;Frederic;Voll;01_Startelf
2022/23;23;Böhmer;Frederic;Voll;01_Startelf
2022/23;24;Böhmer;Frederic;Voll;01_Startelf
2022/23;25;Böhmer;Frederic;Voll;01_Startelf
2022/23;26;Böhmer;Frederic;1-67;01_Startelf
2022/23;27;Böhmer;Frederic;1-32;01_Startelf
2022/23;1;Borgmann;Jonas;62-90;02_Bank
2022/23;2;Borgmann;Jonas;Voll;01_Startelf
2022/23;3;Borgmann;Jonas;Voll;01_Startelf
2022/23;4;Borgmann;Jonas;Voll;01_Startelf
2022/23;5;Borgmann;Jonas;Voll;01_Startelf
2022/23;6;Borgmann;Jonas;Voll;01_Startelf
2022/23;7;Borgmann;Jonas;Voll;01_Startelf
2022/23;8;Borgmann;Jonas;Voll;01_Startelf
2022/23;9;Borgmann;Jonas;Voll;01_Startelf
2022/23;10;Borgmann;Jonas;1-80;01_Startelf
2022/23;13;Borgmann;Jonas;Voll;01_Startelf
2022/23;14;Borgmann;Jonas;Voll;01_Startelf
2022/23;16;Borgmann;Jonas;Voll;01_Startelf
2022/23;17;Borgmann;Jonas;Voll;01_Startelf
2022/23;18;Borgmann;Jonas;1-84;01_Startelf
2022/23;19;Borgmann;Jonas;Voll;01_Startelf
2022/23;20;Borgmann;Jonas;Voll;01_Startelf
2022/23;21;Borgmann;Jonas;Voll;01_Startelf
2022/23;22;Borgmann;Jonas;Voll;01_Startelf
2022/23;23;Borgmann;Jonas;Voll;01_Startelf
2022/23;24;Borgmann;Jonas;Voll;01_Startelf
2022/23;25;Borgmann;Jonas;Voll;01_Startelf
2022/23;26;Borgmann;Jonas;1-56;01_Startelf
2022/23;27;Borgmann;Jonas;Voll;01_Startelf
2022/23;28;Borgmann;Jonas;Voll;01_Startelf
2022/23;29;Borgmann;Jonas;Voll;01_Startelf
2022/23;30;Borgmann;Jonas;Voll;01_Startelf
2022/23;31;Borgmann;Jonas;Voll;01_Startelf
2022/23;32;Borgmann;Jonas;Voll;01_Startelf
2022/23;1;Büchter;Jakob;64-90;02_Bank
2022/23;2;Büchter;Jakob;73-90;02_Bank
2022/23;3;Büchter;Jakob;Kader;03_Kader
2022/23;8;Büchter;Jakob;Kader;03_Kader
2022/23;9;Büchter;Jakob;83-90;02_Bank
2022/23;11;Büchter;Jakob;1-45;01_Startelf
2022/23;12;Büchter;Jakob;46-90;02_Bank
2022/23;13;Büchter;Jakob;1-63;01_Startelf
2022/23;14;Büchter;Jakob;Kader;03_Kader
2022/23;15;Büchter;Jakob;Kader;03_Kader
2022/23;16;Büchter;Jakob;Kader;03_Kader
2022/23;17;Büchter;Jakob;87-90;02_Bank
2022/23;18;Büchter;Jakob;84-90;02_Bank
2022/23;20;Büchter;Jakob;71-90;02_Bank
2022/23;21;Büchter;Jakob;1-70;01_Startelf
2022/23;22;Büchter;Jakob;1-45;01_Startelf
2022/23;23;Büchter;Jakob;1-45;01_Startelf
2022/23;28;Büchter;Jakob;Kader;03_Kader
2022/23;31;Büchter;Jakob;72-90;02_Bank
2022/23;32;Büchter;Jakob;1-45;01_Startelf
2022/23;1;Busmann;Lennart;1-62;01_Startelf
2022/23;2;Busmann;Lennart;73-90;02_Bank
2022/23;3;Busmann;Lennart;89-90;02_Bank
2022/23;8;Busmann;Lennart;Kader;03_Kader
2022/23;9;Busmann;Lennart;Kader;03_Kader
2022/23;10;Busmann;Lennart;46-90;02_Bank
2022/23;11;Busmann;Lennart;90-90;02_Bank
2022/23;12;Busmann;Lennart;78-90;02_Bank
2022/23;13;Busmann;Lennart;63-90;02_Bank
2022/23;14;Busmann;Lennart;Kader;03_Kader
2022/23;15;Busmann;Lennart;73-90;02_Bank
2022/23;20;Busmann;Lennart;87-90;02_Bank
2022/23;21;Busmann;Lennart;56-90;02_Bank
2022/23;24;Busmann;Lennart;Kader;03_Kader
2022/23;25;Busmann;Lennart;Kader;03_Kader
2022/23;26;Busmann;Lennart;46-90;02_Bank
2022/23;28;Busmann;Lennart;85-90;02_Bank
2022/23;29;Busmann;Lennart;78-90;02_Bank
2022/23;30;Busmann;Lennart;Kader;03_Kader
2022/23;31;Busmann;Lennart;Kader;03_Kader
2022/23;19;Fousseni;Adinan;85-90;02_Bank
2022/23;20;Fousseni;Adinan;Kader;03_Kader
2022/23;21;Fousseni;Adinan;63-90;02_Bank
2022/23;22;Fousseni;Adinan;90-90;02_Bank
2022/23;23;Fousseni;Adinan;90-90;02_Bank
2022/23;31;Fousseni;Adinan;Kader;03_Kader
2022/23;17;El Koulali;Akram;84-90;02_Bank
2022/23;18;El Koulali;Akram;63-90;02_Bank
2022/23;19;El Koulali;Akram;69-90;02_Bank
2022/23;20;El Koulali;Akram;69-90;02_Bank
2022/23;21;El Koulali;Akram;70-90;02_Bank
