Saison;Spiel;Nachname;Vorname;Einsatz;Gruppe
2025/26;5;Andrade;Pablo;Voll;01_Startelf
2025/26;6;Andrade;Pablo;1-45;01_Startelf
2025/26;7;Andrade;Pablo;49-90;02_Bank
2025/26;8;Andrade;Pablo;51-90;02_Bank
2025/26;9;Andrade;Pablo;1-68;01_Startelf
2025/26;10;Andrade;Pablo;1-57;01_Startelf
2025/26;11;Andrade;Pablo;1-77;01_Startelf
2025/26;13;Andrade;Pablo;62-90;02_Bank
2025/26;14;Andrade;Pablo;1-54;01_Startelf
2025/26;15;Andrade;Pablo;46-90;02_Bank
2025/26;16;Andrade;Pablo;58-90;02_Bank
2025/26;6;Antero;Eduardo;1-59;01_Startelf
2025/26;7;Antero;Eduardo;46-49;02_Bank
2025/26;1;Bettmer;Leonard;Kader;03_Kader
2025/26;14;Bettmer;Leonard;Kader;03_Kader
2025/26;2;Böggemann;Janes;Kader;03_Kader
2025/26;3;Böggemann;Janes;1-75;01_Startelf
2025/26;4;Böggemann;Janes;40-90;02_Bank
2025/26;6;Böggemann;Janes;1-70;01_Startelf
2025/26;7;Böggemann;Janes;84-90;02_Bank
2025/26;8;Böggemann;Janes;81-90;02_Bank
2025/26;9;Böggemann;Janes;90-90;02_Bank
2025/26;10;Böggemann;Janes;46-83;02_Bank
2025/26;11;Böggemann;Janes;53-90;02_Bank
2025/26;12;Böggemann;Janes;1-58;01_Startelf
2025/26;13;Böggemann;Janes;Voll;01_Startelf
2025/26;14;Böggemann;Janes;Kader;03_Kader
2025/26;15;Böggemann;Janes;68-90;02_Bank
2025/26;16;Böggemann;Janes;1-58;01_Startelf
2025/26;2;Borgmann;Jonas;81-90;02_Bank
2025/26;3;Borgmann;Jonas;86-90;02_Bank
2025/26;4;Borgmann;Jonas;Kader;03_Kader
2025/26;5;Borgmann;Jonas;56-90;02_Bank
2025/26;6;Borgmann;Jonas;70-90;02_Bank
2025/26;7;Borgmann;Jonas;46-90;02_Bank
2025/26;8;Borgmann;Jonas;Voll;01_Startelf
2025/26;10;Borgmann;Jonas;72-90;02_Bank
2025/26;11;Borgmann;Jonas;1-90;01_Startelf
2025/26;12;Borgmann;Jonas;Voll;01_Startelf
2025/26;13;Borgmann;Jonas;Voll;01_Startelf
2025/26;14;Borgmann;Jonas;Voll;01_Startelf
2025/26;15;Borgmann;Jonas;1-68;01_Startelf
2025/26;16;Borgmann;Jonas;53-90;02_Bank
2025/26;1;Demirdag;Engin;1-88;01_Startelf
2025/26;2;Demirdag;Engin;1-81;01_Startelf
2025/26;3;Demirdag;Engin;1-86;01_Startelf
2025/26;4;Demirdag;Engin;Voll;01_Startelf
2025/26;5;Demirdag;Engin;1-76;01_Startelf
2025/26;6;Demirdag;Engin;Voll;01_Startelf
2025/26;7;Demirdag;Engin;Voll;01_Startelf
2025/26;9;Demirdag;Engin;Voll;01_Startelf
2025/26;10;Demirdag;Engin;Voll;01_Startelf
2025/26;11;Demirdag;Engin;Voll;01_Startelf
2025/26;12;Demirdag;Engin;Voll;01_Startelf
2025/26;13;Demirdag;Engin;Voll;01_Startelf
2025/26;14;Demirdag;Engin;1-78;01_Startelf
2025/26;15;Demirdag;Engin;Voll;01_Startelf
2025/26;16;Demirdag;Engin;1-68;01_Startelf
2025/26;1;Fousseni;Adinane;Voll;01_Startelf
2025/26;2;Fousseni;Adinane;73-90;02_Bank
2025/26;3;Fousseni;Adinane;Kader;03_Kader
2025/26;4;Fousseni;Adinane;1-56;01_Startelf
2025/26;7;Fousseni;Adinane;70-90;02_Bank
2025/26;8;Fousseni;Adinane;77-90;02_Bank
2025/26;9;Fousseni;Adinane;Voll;01_Startelf
2025/26;10;Fousseni;Adinane;1-45;01_Startelf
2025/26;1;Guetat;Omar;1-80;01_Startelf
2025/26;2;Guetat;Omar;1-45;01_Startelf
2025/26;4;Guetat;Omar;Voll;01_Startelf
2025/26;5;Guetat;Omar;1-45;01_Startelf
2025/26;9;Guetat;Omar;Kader;03_Kader
2025/26;12;Guetat;Omar;Kader;03_Kader
2025/26;13;Guetat;Omar;80-90;02_Bank
2025/26;1;Haliti;Asdren;88-90;02_Bank
2025/26;2;Haliti;Asdren;46-90;02_Bank
2025/26;3;Haliti;Asdren;Voll;01_Startelf
2025/26;4;Haliti;Asdren;Voll;01_Startelf
2025/26;5;Haliti;Asdren;1-56;01_Startelf
2025/26;6;Haliti;Asdren;59-90;02_Bank
2025/26;1;Heinz;Merlin;Voll;01_Startelf
2025/26;2;Heinz;Merlin;Voll;01_Startelf
2025/26;3;Heinz;Merlin;1-62;01_Startelf
2025/26;4;Heinz;Merlin;1-45;01_Startelf
2025/26;5;Heinz;Merlin;Voll;01_Startelf
2025/26;6;Heinz;Merlin;Voll;01_Startelf
2025/26;7;Heinz;Merlin;Voll;01_Startelf
2025/26;8;Heinz;Merlin;1-77;01_Startelf
2025/26;9;Heinz;Merlin;1-59;01_Startelf
2025/26;11;Heinz;Merlin;Kader;03_Kader
2025/26;13;Heinz;Merlin;Kader;03_Kader
2025/26;14;Heinz;Merlin;Kader;03_Kader
2025/26;16;Heinz;Merlin;53-90;02_Bank
2025/26;4;Homann;Marvin;Kader;03_Kader
2025/26;1;Klöpper;Marius;Voll;01_Startelf
2025/26;2;Klöpper;Marius;Voll;01_Startelf
2025/26;3;Klöpper;Marius;Voll;01_Startelf
2025/26;4;Klöpper;Marius;Voll;01_Startelf
2025/26;5;Klöpper;Marius;Voll;01_Startelf
2025/26;6;Klöpper;Marius;Voll;01_Startelf
2025/26;7;Klöpper;Marius;Voll;01_Startelf
2025/26;8;Klöpper;Marius;Voll;01_Startelf
2025/26;9;Klöpper;Marius;Voll;01_Startelf
2025/26;10;Klöpper;Marius;Voll;01_Startelf
2025/26;11;Klöpper;Marius;Voll;01_Startelf
2025/26;12;Klöpper;Marius;Voll;01_Startelf
2025/26;13;Klöpper;Marius;Voll;01_Startelf
2025/26;14;Klöpper;Marius;Voll;01_Startelf
2025/26;15;Klöpper;Marius;Voll;01_Startelf
2025/26;16;Klöpper;Marius;Voll;01_Startelf
2025/26;8;Kötter;Marco;86-90;02_Bank
2025/26;9;Kötter;Marco;82-90;02_Bank
2025/26;10;Kötter;Marco;57-90;02_Bank
2025/26;11;Kötter;Marco;77-90;02_Bank
2025/26;12;Kötter;Marco;58-90;02_Bank
2025/26;13;Kötter;Marco;1-90;01_Startelf
2025/26;15;Kötter;Marco;68-90;02_Bank
2025/26;16;Kötter;Marco;68-90;02_Bank
2025/26;3;Meller;Nils;54-90;02_Bank
2025/26;5;Meller;Nils;Kader;03_Kader
2025/26;7;Meller;Nils;Kader;03_Kader
2025/26;9;Meller;Nils;68-90;02_Bank
2025/26;10;Meller;Nils;80-90;02_Bank
2025/26;11;Meller;Nils;1-53;01_Startelf
2025/26;12;Meller;Nils;88-90;02_Bank
2025/26;13;Meller;Nils;Kader;03_Kader
2025/26;14;Meller;Nils;78-90;02_Bank
2025/26;15;Meller;Nils;Kader;03_Kader
2025/26;16;Meller;Nils;Kader;03_Kader
2025/26;1;Merfeld;Fabian;80-90;02_Bank
2025/26;1;Merker;Tim;Voll;01_Startelf
2025/26;2;Merker;Tim;1-45;01_Startelf
2025/26;3;Merker;Tim;Voll;01_Startelf
2025/26;4;Merker;Tim;46-90;02_Bank
2025/26;5;Merker;Tim;1-69;01_Startelf
2025/26;6;Merker;Tim;Kader;03_Kader
2025/26;7;Merker;Tim;Kader;03_Kader
2025/26;8;Merker;Tim;1-85;01_Startelf
2025/26;9;Merker;Tim;1-90;01_Startelf
2025/26;13;Merker;Tim;84-90;02_Bank
2025/26;14;Merker;Tim;1-65;01_Startelf
2025/26;15;Merker;Tim;Voll;01_Startelf
2025/26;16;Merker;Tim;Voll;01_Startelf
2025/26;1;Möllers;Henrik;1-72;01_Startelf
2025/26;2;Möllers;Henrik;Voll;01_Startelf
2025/26;3;Möllers;Henrik;1-66;01_Startelf
2025/26;4;Möllers;Henrik;1-65;01_Startelf
2025/26;5;Möllers;Henrik;46-90;02_Bank
2025/26;6;Möllers;Henrik;Voll;01_Startelf
2025/26;7;Möllers;Henrik;1-45;01_Startelf
2025/26;8;Möllers;Henrik;1-51;01_Startelf
2025/26;9;Möllers;Henrik;Kader;03_Kader
2025/26;10;Möllers;Henrik;Kader;03_Kader
2025/26;11;Natola;Toni;Kader;03_Kader
2025/26;12;Natola;Toni;83-90;02_Bank
2025/26;14;Natola;Toni;65-90;02_Bank
2025/26;15;Natola;Toni;46-90;02_Bank
2025/26;16;Natola;Toni;Kader;03_Kader
2025/26;1;Over;Janis;Voll;01_Startelf
2025/26;2;Over;Janis;Voll;01_Startelf
2025/26;3;Over;Janis;Voll;01_Startelf
2025/26;4;Over;Janis;Voll;01_Startelf
2025/26;5;Over;Janis;Voll;01_Startelf
2025/26;6;Over;Janis;Voll;01_Startelf
2025/26;7;Over;Janis;Voll;01_Startelf
2025/26;8;Over;Janis;Voll;01_Startelf
2025/26;10;Over;Janis;Voll;01_Startelf
2025/26;11;Over;Janis;Voll;01_Startelf
2025/26;12;Over;Janis;Voll;01_Startelf
2025/26;13;Over;Janis;Voll;01_Startelf
2025/26;14;Over;Janis;Voll;01_Startelf
2025/26;15;Over;Janis;Voll;01_Startelf
2025/26;16;Over;Janis;Voll;01_Startelf
2025/26;1;Rehr;Hannes;80-90;02_Bank
2025/26;2;Rehr;Hannes;88-90;02_Bank
2025/26;3;Rehr;Hannes;75-90;02_Bank
2025/26;4;Rehr;Hannes;1-40;01_Startelf
2025/26;10;Rehr;Hannes;83-90;02_Bank
2025/26;11;Rehr;Hannes;72-90;02_Bank
2025/26;12;Rehr;Hannes;Voll;01_Startelf
2025/26;13;Rehr;Hannes;1-84;01_Startelf
2025/26;14;Rehr;Hannes;Voll;01_Startelf
2025/26;15;Rehr;Hannes;Voll;01_Startelf
2025/26;16;Rehr;Hannes;1-84;01_Startelf
2025/26;2;Schäfer;Jonas;1-73;01_Startelf
2025/26;3;Schäfer;Jonas;Voll;01_Startelf
2025/26;4;Schäfer;Jonas;56-90;02_Bank
2025/26;5;Schäfer;Jonas;Voll;01_Startelf
2025/26;6;Schäfer;Jonas;Voll;01_Startelf
2025/26;7;Schäfer;Jonas;Voll;01_Startelf
2025/26;8;Schäfer;Jonas;Voll;01_Startelf
2025/26;10;Schäfer;Jonas;Voll;01_Startelf
2025/26;11;Schäfer;Jonas;90-90;02_Bank
2025/26;1;Schomaker;Jonas;72-90;02_Bank
2025/26;2;Schomaker;Jonas;46-90;02_Bank
2025/26;3;Schomaker;Jonas;66-90;02_Bank
2025/26;4;Schomaker;Jonas;19-90;02_Bank
2025/26;5;Schomaker;Jonas;76-90;02_Bank
2025/26;6;Schomaker;Jonas;70-90;02_Bank
2025/26;7;Schomaker;Jonas;Voll;01_Startelf
2025/26;8;Schomaker;Jonas;1-81;01_Startelf
2025/26;9;Schomaker;Jonas;Voll;01_Startelf
2025/26;10;Schomaker;Jonas;Voll;01_Startelf
2025/26;11;Schomaker;Jonas;Voll;01_Startelf
2025/26;12;Schomaker;Jonas;1-90;01_Startelf
2025/26;13;Schomaker;Jonas;1-62;01_Startelf
2025/26;14;Schomaker;Jonas;Voll;01_Startelf
2025/26;15;Schomaker;Jonas;1-68;01_Startelf
2025/26;16;Schomaker;Jonas;1-53;01_Startelf
2025/26;1;Schomaker;Marius;Voll;01_Startelf
2025/26;2;Schomaker;Marius;Voll;01_Startelf
2025/26;3;Schomaker;Marius;1-54;01_Startelf
2025/26;4;Schomaker;Marius;Voll;01_Startelf
2025/26;5;Schomaker;Marius;1-45;01_Startelf
2025/26;6;Schomaker;Marius;1-85;01_Startelf
2025/26;7;Schomaker;Marius;1-84;01_Startelf
2025/26;8;Schomaker;Marius;1-86;01_Startelf
2025/26;9;Schomaker;Marius;1-82;01_Startelf
2025/26;10;Schomaker;Marius;Voll;01_Startelf
2025/26;11;Schomaker;Marius;Voll;01_Startelf
2025/26;12;Schomaker;Marius;1-88;01_Startelf
2025/26;13;Schomaker;Marius;1-80;01_Startelf
2025/26;14;Schomaker;Marius;Voll;01_Startelf
2025/26;15;Schomaker;Marius;1-90;01_Startelf
2025/26;16;Schomaker;Marius;Voll;01_Startelf
2025/26;8;Strätker;Joshua;Kader;03_Kader
2025/26;11;Strätker;Joshua;Kader;03_Kader
2025/26;12;Strätker;Joshua;Voll;01_Startelf
2025/26;13;Strätker;Joshua;Voll;01_Startelf
2025/26;14;Strätker;Joshua;Voll;01_Startelf
2025/26;15;Strätker;Joshua;Kader;03_Kader
2025/26;16;Strätker;Joshua;84-90;02_Bank
2025/26;1;Tillmann;Luca;Voll;01_Startelf
2025/26;2;Tillmann;Luca;Voll;01_Startelf
2025/26;3;Tillmann;Luca;Voll;01_Startelf
2025/26;4;Tillmann;Luca;1-19;01_Startelf
2025/26;5;Tillmann;Luca;Voll;01_Startelf
2025/26;6;Tillmann;Luca;1-70;01_Startelf
2025/26;7;Tillmann;Luca;1-45;01_Startelf
2025/26;8;Tillmann;Luca;Voll;01_Startelf
2025/26;9;Tillmann;Luca;Voll;01_Startelf
2025/26;10;Tillmann;Luca;Voll;01_Startelf
2025/26;11;Tillmann;Luca;Voll;01_Startelf
2025/26;14;Tillmann;Luca;1-88;01_Startelf
2025/26;15;Tillmann;Luca;1-45;01_Startelf
2025/26;16;Tillmann;Luca;Voll;01_Startelf
2025/26;1;Venikh;Jürgen;1-80;01_Startelf
2025/26;2;Venikh;Jürgen;1-88;01_Startelf
2025/26;5;Venikh;Jürgen;69-90;02_Bank
2025/26;6;Venikh;Jürgen;85-90;02_Bank
2025/26;7;Venikh;Jürgen;1-70;01_Startelf
2025/26;8;Venikh;Jürgen;85-90;02_Bank
2025/26;9;Venikh;Jürgen;59-90;02_Bank
2025/26;10;Venikh;Jürgen;1-80;01_Startelf
2025/26;11;Venikh;Jürgen;1-72;01_Startelf
2025/26;12;Venikh;Jürgen;1-83;01_Startelf
2025/26;14;Venikh;Jürgen;54-90;02_Bank
2025/26;15;Venikh;Jürgen;1-45;01_Startelf
2025/26;16;Venikh;Jürgen;1-53;01_Startelf
2025/26;3;Walbaum;Jan;62-90;02_Bank
2025/26;4;Walbaum;Jan;65-90;02_Bank
2025/26;5;Walbaum;Jan;46-90;02_Bank
2025/26;6;Walbaum;Jan;46-90;02_Bank
2025/26;7;Walbaum;Jan;Voll;01_Startelf
2025/26;8;Walbaum;Jan;Voll;01_Startelf
2025/26;9;Walbaum;Jan;Voll;01_Startelf
2025/26;10;Walbaum;Jan;1-72;01_Startelf
2025/26;11;Walbaum;Jan;Voll;01_Startelf
2025/26;12;Walbaum;Jan;1-79;01_Startelf
2025/26;13;Walbaum;Jan;Voll;01_Startelf
2025/26;15;Walbaum;Jan;Voll;01_Startelf
2025/26;16;Walbaum;Jan;Voll;01_Startelf
2025/26;1;Wenning;Tom;Kader;03_Kader
2025/26;2;Wenning;Tom;Kader;03_Kader
2025/26;3;Wenning;Tom;Kader;03_Kader
2025/26;5;Wenning;Tom;Kader;03_Kader
2025/26;6;Wenning;Tom;Kader;03_Kader
2025/26;7;Wenning;Tom;Kader;03_Kader
2025/26;8;Wenning;Tom;Kader;03_Kader
2025/26;9;Wenning;Tom;Voll;01_Startelf
2025/26;10;Wenning;Tom;Kader;03_Kader
2025/26;11;Wenning;Tom;Kader;03_Kader
2025/26;12;Wenning;Tom;Kader;03_Kader
2025/26;13;Wenning;Tom;Kader;03_Kader
2025/26;14;Wenning;Tom;Kader;03_Kader
2025/26;15;Wenning;Tom;Kader;03_Kader
2025/26;16;Wenning;Tom;Kader;03_Kader
2024/25;16;Befus;Tim;Kader;03_Kader
2024/25;18;Befus;Tim;Kader;03_Kader
2024/25;21;Befus;Tim;Kader;03_Kader
2024/25;22;Befus;Tim;46-90;02_Bank
2024/25;24;Befus;Tim;Kader;03_Kader
2024/25;27;Befus;Tim;Kader;03_Kader
2024/25;1;Böggemann;Janes;1-87;01_Startelf
2024/25;2;Böggemann;Janes;1-63;01_Startelf
2024/25;3;Böggemann;Janes;Voll;01_Startelf
2024/25;4;Böggemann;Janes;1-76;01_Startelf
2024/25;5;Böggemann;Janes;55-90;02_Bank
2024/25;7;Böggemann;Janes;Kader;03_Kader
2024/25;8;Böggemann;Janes;56-90;02_Bank
2024/25;9;Böggemann;Janes;1-45;01_Startelf
2024/25;10;Böggemann;Janes;54-90;02_Bank
2024/25;11;Böggemann;Janes;69-90;02_Bank
2024/25;12;Böggemann;Janes;69-90;02_Bank
2024/25;13;Böggemann;Janes;Voll;01_Startelf
2024/25;14;Böggemann;Janes;1-45;01_Startelf
2024/25;15;Böggemann;Janes;63-90;02_Bank
2024/25;16;Böggemann;Janes;46-90;02_Bank
2024/25;17;Böggemann;Janes;1-73;01_Startelf
2024/25;18;Böggemann;Janes;1-83;01_Startelf
2024/25;19;Böggemann;Janes;1-72;01_Startelf
2024/25;20;Böggemann;Janes;1-63;01_Startelf
2024/25;21;Böggemann;Janes;90-90;02_Bank
2024/25;22;Böggemann;Janes;1-75;01_Startelf
2024/25;23;Böggemann;Janes;1-63;01_Startelf
2024/25;24;Böggemann;Janes;Voll;01_Startelf
2024/25;25;Böggemann;Janes;1-86;01_Startelf
2024/25;26;Böggemann;Janes;1-52;01_Startelf
2024/25;27;Böggemann;Janes;1-89;01_Startelf
2024/25;28;Böggemann;Janes;1-57;01_Startelf
2024/25;29;Böggemann;Janes;1-45;01_Startelf
2024/25;30;Böggemann;Janes;1-63;01_Startelf
2024/25;1;Borgmann;Jonas;Kader;03_Kader
2024/25;2;Borgmann;Jonas;75-90;02_Bank
2024/25;3;Borgmann;Jonas;67-90;02_Bank
2024/25;4;Borgmann;Jonas;76-90;02_Bank
2024/25;5;Borgmann;Jonas;74-85;02_Bank
2024/25;6;Borgmann;Jonas;90-90;02_Bank
2024/25;9;Borgmann;Jonas;Kader;03_Kader
2024/25;10;Borgmann;Jonas;1-59;01_Startelf
2024/25;11;Borgmann;Jonas;1-64;01_Startelf
2024/25;12;Borgmann;Jonas;1-62;01_Startelf
2024/25;13;Borgmann;Jonas;Voll;01_Startelf
2024/25;14;Borgmann;Jonas;79-90;02_Bank
2024/25;15;Borgmann;Jonas;1-83;01_Startelf
2024/25;16;Borgmann;Jonas;1-18;01_Startelf
2024/25;17;Borgmann;Jonas;Kader;03_Kader
2024/25;18;Borgmann;Jonas;59-90;02_Bank
2024/25;19;Borgmann;Jonas;Kader;03_Kader
2024/25;20;Borgmann;Jonas;63-90;02_Bank
2024/25;22;Borgmann;Jonas;61-90;02_Bank
2024/25;23;Borgmann;Jonas;Voll;01_Startelf
2024/25;25;Borgmann;Jonas;63-90;02_Bank
2024/25;26;Borgmann;Jonas;Voll;01_Startelf
2024/25;27;Borgmann;Jonas;Voll;01_Startelf
2024/25;28;Borgmann;Jonas;1-75;01_Startelf
2024/25;29;Borgmann;Jonas;Voll;01_Startelf
2024/25;30;Borgmann;Jonas;Voll;01_Startelf
2024/25;1;Büchter;Jakob;89-90;02_Bank
2024/25;4;Büchter;Jakob;89-90;02_Bank
2024/25;7;Demirdag;Engin;46-90;02_Bank
2024/25;8;Demirdag;Engin;1-45;01_Startelf
2024/25;9;Demirdag;Engin;65-90;02_Bank
2024/25;10;Demirdag;Engin;1-45;01_Startelf
2024/25;11;Demirdag;Engin;33-90;02_Bank
2024/25;12;Demirdag;Engin;Kader;03_Kader
2024/25;14;Demirdag;Engin;59-90;02_Bank
2024/25;15;Demirdag;Engin;1-63;01_Startelf
2024/25;16;Demirdag;Engin;1-45;01_Startelf
2024/25;17;Demirdag;Engin;67-90;02_Bank
2024/25;18;Demirdag;Engin;Kader;03_Kader
2024/25;19;Demirdag;Engin;66-90;02_Bank
2024/25;20;Demirdag;Engin;46-90;02_Bank
2024/25;22;Demirdag;Engin;Voll;01_Startelf
2024/25;23;Demirdag;Engin;Kader;03_Kader
2024/25;24;Demirdag;Engin;1-62;01_Startelf
2024/25;25;Demirdag;Engin;1-56;01_Startelf
2024/25;26;Demirdag;Engin;1-83;01_Startelf
2024/25;27;Demirdag;Engin;1-66;01_Startelf
2024/25;28;Demirdag;Engin;55-90;02_Bank
2024/25;29;Demirdag;Engin;63-90;02_Bank
2024/25;30;Demirdag;Engin;Kader;03_Kader
2024/25;2;Drewes;Malte;88-90;02_Bank
2024/25;3;Drewes;Malte;58-90;02_Bank
2024/25;4;Drewes;Malte;46-90;02_Bank
2024/25;5;Drewes;Malte;1-55;01_Startelf
2024/25;6;Drewes;Malte;46-90;02_Bank
2024/25;7;Drewes;Malte;54-90;02_Bank
2024/25;8;Drewes;Malte;66-90;02_Bank
2024/25;9;Drewes;Malte;1-45;01_Startelf
2024/25;11;Drewes;Malte;Kader;03_Kader
2024/25;12;Drewes;Malte;Kader;03_Kader
2024/25;13;Drewes;Malte;71-90;02_Bank
2024/25;14;Drewes;Malte;1-61;01_Startelf
2024/25;15;Drewes;Malte;68-90;02_Bank
2024/25;16;Drewes;Malte;Kader;03_Kader
2024/25;18;Drewes;Malte;80-90;02_Bank
2024/25;19;Drewes;Malte;Kader;03_Kader
2024/25;20;Drewes;Malte;46-90;02_Bank
2024/25;21;Drewes;Malte;Kader;03_Kader
2024/25;23;Drewes;Malte;71-90;02_Bank
2024/25;24;Drewes;Malte;Kader;03_Kader
2024/25;25;Drewes;Malte;90-90;02_Bank
2024/25;26;Drewes;Malte;83-90;02_Bank
2024/25;27;Drewes;Malte;Kader;03_Kader
2024/25;28;Drewes;Malte;Kader;03_Kader
2024/25;29;Drewes;Malte;1-63;01_Startelf
2024/25;30;Drewes;Malte;46-90;02_Bank
2024/25;1;Fousseni;Adinane;Voll;01_Startelf
2024/25;2;Fousseni;Adinane;Voll;01_Startelf
2024/25;3;Fousseni;Adinane;1-67;01_Startelf
2024/25;4;Fousseni;Adinane;Voll;01_Startelf
2024/25;6;Fousseni;Adinane;Voll;01_Startelf
2024/25;7;Fousseni;Adinane;Voll;01_Startelf
2024/25;8;Fousseni;Adinane;Voll;01_Startelf
2024/25;9;Fousseni;Adinane;Voll;01_Startelf
2024/25;10;Fousseni;Adinane;Voll;01_Startelf
2024/25;11;Fousseni;Adinane;Voll;01_Startelf
2024/25;12;Fousseni;Adinane;Voll;01_Startelf
2024/25;13;Fousseni;Adinane;Voll;01_Startelf
2024/25;15;Fousseni;Adinane;Voll;01_Startelf
2024/25;16;Fousseni;Adinane;1-79;01_Startelf
2024/25;17;Fousseni;Adinane;Kader;03_Kader
2024/25;18;Fousseni;Adinane;1-59;01_Startelf
2024/25;19;Fousseni;Adinane;72-90;02_Bank
2024/25;20;Fousseni;Adinane;Voll;01_Startelf
2024/25;21;Fousseni;Adinane;Voll;01_Startelf
2024/25;22;Fousseni;Adinane;Kader;03_Kader
2024/25;24;Fousseni;Adinane;79-90;02_Bank
2024/25;25;Fousseni;Adinane;56-90;02_Bank
2024/25;26;Fousseni;Adinane;66-90;02_Bank
2024/25;27;Fousseni;Adinane;89-90;02_Bank
2024/25;28;Fousseni;Adinane;Voll;01_Startelf
2024/25;29;Fousseni;Adinane;Kader;03_Kader
2024/25;30;Fousseni;Adinane;Voll;01_Startelf
2024/25;17;Guetat;Omar;Voll;01_Startelf
2024/25;18;Guetat;Omar;1-80;01_Startelf
2024/25;19;Guetat;Omar;79-90;02_Bank
2024/25;20;Guetat;Omar;Voll;01_Startelf
2024/25;21;Guetat;Omar;Voll;01_Startelf
2024/25;22;Guetat;Omar;Voll;01_Startelf
2024/25;23;Guetat;Omar;1-41;01_Startelf
2024/25;24;Guetat;Omar;1-90;01_Startelf
2024/25;25;Guetat;Omar;Voll;01_Startelf
2024/25;27;Guetat;Omar;66-90;02_Bank
2024/25;28;Guetat;Omar;1-82;01_Startelf
2024/25;29;Guetat;Omar;63-90;02_Bank
2024/25;30;Guetat;Omar;Voll;01_Startelf
2024/25;2;Große Wichtrup;Fynn;Kader;03_Kader
2024/25;3;Große Wichtrup;Fynn;86-90;02_Bank
2024/25;1;Haliti;Asdren;Voll;01_Startelf
2024/25;2;Haliti;Asdren;Voll;01_Startelf
2024/25;3;Haliti;Asdren;Voll;01_Startelf
2024/25;4;Haliti;Asdren;Voll;01_Startelf
2024/25;5;Haliti;Asdren;Voll;01_Startelf
2024/25;6;Haliti;Asdren;Voll;01_Startelf
2024/25;7;Haliti;Asdren;Voll;01_Startelf
2024/25;8;Haliti;Asdren;1-56;01_Startelf
2024/25;10;Haliti;Asdren;46-90;02_Bank
2024/25;11;Haliti;Asdren;Voll;01_Startelf
2024/25;12;Haliti;Asdren;1-69;01_Startelf
2024/25;16;Haliti;Asdren;79-90;02_Bank
2024/25;17;Haliti;Asdren;Voll;01_Startelf
2024/25;18;Haliti;Asdren;Voll;01_Startelf
2024/25;19;Haliti;Asdren;Voll;01_Startelf
2024/25;20;Haliti;Asdren;1-78;01_Startelf
2024/25;21;Haliti;Asdren;Voll;01_Startelf
2024/25;22;Haliti;Asdren;Voll;01_Startelf
2024/25;23;Haliti;Asdren;Voll;01_Startelf
2024/25;24;Haliti;Asdren;Voll;01_Startelf
2024/25;25;Haliti;Asdren;Voll;01_Startelf
2024/25;26;Haliti;Asdren;Voll;01_Startelf
2024/25;27;Haliti;Asdren;Voll;01_Startelf
2024/25;28;Haliti;Asdren;Voll;01_Startelf
2024/25;29;Haliti;Asdren;1-63;01_Startelf
2024/25;30;Haliti;Asdren;1-45;01_Startelf
2024/25;1;Heinz;Merlin;1-76;01_Startelf
2024/25;2;Heinz;Merlin;1-83;01_Startelf
2024/25;3;Heinz;Merlin;1-58;01_Startelf
2024/25;4;Heinz;Merlin;Voll;01_Startelf
2024/25;5;Heinz;Merlin;Voll;01_Startelf
2024/25;6;Heinz;Merlin;1-90;01_Startelf
2024/25;7;Heinz;Merlin;1-54;01_Startelf
2024/25;9;Heinz;Merlin;32-90;02_Bank
2024/25;10;Heinz;Merlin;1-73;01_Startelf
2024/25;11;Heinz;Merlin;Voll;01_Startelf
2024/25;12;Heinz;Merlin;Voll;01_Startelf
2024/25;13;Heinz;Merlin;1-86;01_Startelf
2024/25;14;Heinz;Merlin;Voll;01_Startelf
2024/25;15;Heinz;Merlin;1-72;01_Startelf
2024/25;16;Heinz;Merlin;Voll;01_Startelf
2024/25;17;Heinz;Merlin;Voll;01_Startelf
2024/25;19;Heinz;Merlin;Voll;01_Startelf
2024/25;20;Heinz;Merlin;Voll;01_Startelf
2024/25;21;Heinz;Merlin;Voll;01_Startelf
2024/25;22;Heinz;Merlin;Voll;01_Startelf
2024/25;23;Heinz;Merlin;Voll;01_Startelf
2024/25;24;Heinz;Merlin;Voll;01_Startelf
2024/25;25;Heinz;Merlin;Voll;01_Startelf
2024/25;26;Heinz;Merlin;Voll;01_Startelf
2024/25;27;Heinz;Merlin;Voll;01_Startelf
2024/25;28;Heinz;Merlin;Voll;01_Startelf
2024/25;29;Heinz;Merlin;Voll;01_Startelf
2024/25;30;Heinz;Merlin;Voll;01_Startelf
2024/25;1;Houghton;Niklaas;Voll;01_Startelf
2024/25;2;Houghton;Niklaas;Voll;01_Startelf
2024/25;3;Houghton;Niklaas;1-86;01_Startelf
2024/25;4;Houghton;Niklaas;Voll;01_Startelf
2024/25;5;Houghton;Niklaas;Voll;01_Startelf
2024/25;6;Houghton;Niklaas;1-73;01_Startelf
2024/25;7;Houghton;Niklaas;Voll;01_Startelf
2024/25;8;Houghton;Niklaas;Voll;01_Startelf
2024/25;9;Houghton;Niklaas;Voll;01_Startelf
2024/25;10;Houghton;Niklaas;59-90;02_Bank
2024/25;11;Houghton;Niklaas;1-58;01_Startelf
2024/25;12;Houghton;Niklaas;1-62;01_Startelf
2024/25;13;Houghton;Niklaas;62-90;02_Bank
2024/25;14;Houghton;Niklaas;46-90;02_Bank
